Battle Quiz #,Question #,Group,Quiz Title,Difficulty,Type,Question,Option A,Option B,Option C,Option D,Correct Answer,Fun Fact
210,3,"General K-pop","K-pop debut years challenge","medium","multiple_choice","Which group debuted in 2022?","ITZY","NewJeans","IVE","aespa","NewJeans",""
210,4,"BLACKPINK","BLACKPINK 'THE ALBUM' quiz","hard","multiple_choice","Which song on THE ALBUM features Cardi B?","Ice Cream","Pretty Savage","Crazy Over You","Bet You Wanna","Bet You Wanna",""
210,5,"General K-pop","Name That Boy Group Album","hard","image","Which album is this?","THE WORLD EP.2: OUTLAW","TREASURE EP.FIN","THE WORLD EP.1","ZERO: FEVER","THE WORLD EP.2: OUTLAW","THE WORLD EP.2 includes the hit single BOUNCY"
211,1,"BTS","BTS solo careers quiz","hard","multiple_choice","Which member released the mixtape 'Hope World'?","Suga","Jimin","RM","J-Hope","J-Hope",""
211,2,"BTS","BTS discography challenge - name that era","hard","multiple_choice","What was BTS's first Billboard Hot 100 #1 song?","Boy With Luv","Dynamite","Butter","ON","Dynamite","Dynamite debuted at #1 in August 2020, making BTS the first all-South Korean act to top the Hot 100."
211,3,"General K-pop","Name That Album Cover","hard","image","Which album is this?","IVE SWITCH","I have IVE","WAVE","After LIKE","IVE SWITCH","IVE SWITCH marked IVE first full-length album"
211,4,"IVE","IVE members quiz","easy","multiple_choice","Which IVE member was previously in IZ*ONE?","Wonyoung and Yujin","Only Wonyoung","Only Yujin","Gaeul and Rei","Wonyoung and Yujin",""
211,5,"General K-pop","K-pop concert and tour facts","hard","multiple_choice","Which K-pop group held a free concert in Busan to support Korea's World Expo bid?","EXO","BTS (Yet To Come in Busan, 2022)","SEVENTEEN","BLACKPINK","BTS (Yet To Come in Busan, 2022)",""
212,1,"General K-pop","K-pop choreography quiz","medium","multiple_choice","What is a 'relay dance'?","A competition between groups","Dancing backwards","Members take turns dancing to the song one by one","A random play dance","Members take turns dancing to the song one by one",""
212,2,"General K-pop","K-pop photocard culture quiz","easy","multiple_choice","What is a 'photocard' in K-pop?","A digital photo","A concert ticket","A membership card","A small collectible photo card of an idol included with albums","A small collectible photo card of an idol included with albums",""
212,3,"General K-pop","Which group is this member from?","medium","multiple_choice","Karina is a member of which group?","LE SSERAFIM","aespa","NewJeans","IVE","aespa",""
212,4,"aespa","MY quiz - how well do you know aespa?","easy","multiple_choice","Which company manages aespa?","JYP Entertainment","SM Entertainment","YG Entertainment","HYBE","SM Entertainment","SM Entertainment is also home to EXO, Red Velvet, and NCT."
212,5,"ENHYPEN","ENHYPEN members deep dive","hard","multiple_choice","ENHYPEN's fandom name is what?","ENHYPHEN","ENHA","ENGINE","ENGENE","ENGENE",""
213,1,"MONSTA X","MONSTA X quiz","medium","multiple_choice","How many members are currently in MONSTA X?","5","7","8","6","6",""
213,2,"BLACKPINK","BLACKPINK world records and achievements","hard","multiple_choice","BLACKPINK was the first K-pop group to headline which major music festival?","Reading Festival","Glastonbury","Lollapalooza","Coachella","Coachella",""
213,3,"aespa","aespa members and concepts","easy","multiple_choice","What is aespa's fictional world/concept called?","KOSMO","Wonderland","NAEVIS","KWANGYA","KWANGYA",""
213,4,"General K-pop","K-pop companies quiz","medium","multiple_choice","Which company is known as 'The Big 3' along with SM and JYP?","HYBE","Starship Entertainment","YG Entertainment","Cube Entertainment","YG Entertainment",""
213,5,"General K-pop","NCT Dream quiz","medium","multiple_choice","How many members are in NCT Dream's current fixed lineup?","7","6","8","5","7",""
214,1,"BLACKPINK","BLACKPINK solo careers deep dive","hard","multiple_choice","Jennie's solo single 'SOLO' was released in what year?","2017","2018","2019","2020","2018",""
214,2,"Stray Kids","Stray Kids basics","easy","multiple_choice","What is the name of Stray Kids' producing unit?","Stray Producers","3RACHA","RACHA3","SKZ Unit","3RACHA",""
214,3,"General K-pop","K-pop positions explained quiz","easy","multiple_choice","What is the difference between 'Main Dancer' and 'Lead Dancer'?","Main Dancer is the best dancer, Lead Dancer is second","Main Dancer only does solos","Lead Dancer is better","They are the same","Main Dancer is the best dancer, Lead Dancer is second",""
214,4,"aespa","aespa true or false","medium","true_false","Ningning is from Japan","True","False","","","False",""
214,5,"ATEEZ","ATEEZ true or false","medium","true_false","Hongjoong is the leader of ATEEZ","True","False","","","True",""
215,1,"General K-pop","K-pop group name meanings","hard","multiple_choice","What does aespa's name combine?","'ae' (avatar/another ego) + 'aspect' (two sides)","Aesthetic + space","Always + special","Asia + spectacular","'ae' (avatar/another ego) + 'aspect' (two sides)",""
215,2,"General K-pop","K-pop variety show moments","hard","multiple_choice","Stray Kids' reality content series is called what?","Stray TV","Kids Room","SKZ Code / Stray Kids Room","SKZ World","SKZ Code / Stray Kids Room",""
215,3,"General K-pop","K-pop English songs quiz","medium","multiple_choice","Which Stray Kids song was released as an English-language version?","Thunderous","MANIAC","God's Menu","Back Door","MANIAC",""
215,4,"BTS","BTS true or false - test your ARMY knowledge","medium","true_false","Jimin was the last member to join BTS before their debut","True","False","","","True",""
215,5,"General K-pop","K-pop debut years challenge","medium","multiple_choice","Which group debuted first?","TWICE (2015)","SEVENTEEN (2015)","BTS (2013)","EXO (2012)","EXO (2012)",""
216,1,"General K-pop","K-pop maknae (youngest member) quiz","medium","multiple_choice","Who is the maknae of Stray Kids?","I.N (Jeongin)","Han","Seungmin","Felix","I.N (Jeongin)",""
216,2,"BTS","BTS debut era - how well do you remember?","medium","multiple_choice","What year did BTS debut?","2013","2012","2014","2015","2013",""
216,3,"Stray Kids","Only real STAYs can ace this Stray Kids quiz","easy","multiple_choice","Which company is Stray Kids under?","SM Entertainment","JYP Entertainment","YG Entertainment","HYBE","JYP Entertainment","JYP Entertainment is also home to TWICE, ITZY, and GOT7."
216,4,"General K-pop","K-pop fashion and style quiz","medium","multiple_choice","Which BLACKPINK member is a global ambassador for Celine and Bulgari?","Jennie","Lisa","Rose","Jisoo","Lisa",""
216,5,"aespa","aespa members and concepts","easy","multiple_choice","Which aespa member is from Japan?","Winter","Karina","Ningning","Giselle","Giselle",""
217,1,"GOT7","GOT7 basics","medium","multiple_choice","Who is the leader of GOT7?","Mark","JB (Jay B)","Jackson","Jinyoung","JB (Jay B)",""
217,2,"Red Velvet","Red Velvet true or false","medium","true_false","Red Velvet's concept alternates between 'Red' (pop) and 'Velvet' (R&B)","True","False","","","True",""
217,3,"IVE","IVE After LIKE to I AM era","medium","multiple_choice","What survival show did Wonyoung and Yujin appear on before IVE?","Produce 101","Girls Planet 999","Produce 48","I-LAND","Produce 48",""
217,4,"TXT","TXT true or false - MOA edition","medium","true_false","TXT's fandom name MOA stands for 'Moments of Alwaysness'","True","False","","","True",""
217,5,"BLACKPINK","BLACKPINK world records and achievements","hard","multiple_choice","Which BLACKPINK member has the most Instagram followers?","Jisoo","Rose","Lisa","Jennie","Lisa",""
218,1,"General K-pop","K-pop fun facts true or false - volume 2","hard","true_false","BTS has spoken at the United Nations General Assembly","True","False","","","True",""
218,2,"(G)I-DLE","(G)I-DLE members and facts","medium","multiple_choice","Which company does (G)I-DLE belong to?","SM Entertainment","Cube Entertainment","JYP Entertainment","YG Entertainment","Cube Entertainment",""
218,3,"(G)I-DLE","(G)I-DLE true or false","medium","true_false","(G)I-DLE's debut song was 'Tomboy'","True","False","","","False",""
218,4,"SEVENTEEN","SEVENTEEN members nationalities","medium","multiple_choice","Which SEVENTEEN member is from New York, USA?","Vernon","Mingyu","Joshua","Wonwoo","Vernon",""
218,5,"BTS","BTS achievements and records","hard","multiple_choice","Which BTS album was the first K-pop album in the Billboard 200 top 10?","Love Yourself: Tear","Map of the Soul: Persona","Love Yourself: Her","Wings","Love Yourself: Her",""
219,1,"General K-pop","K-pop survival shows quiz","hard","multiple_choice","The show 'Kingdom: Legendary War' was won by which group?","Stray Kids","ATEEZ","BTOB","iKON","Stray Kids",""
219,2,"General K-pop","K-pop debut songs - name the group","hard","multiple_choice","'FEARLESS' is the debut song of which group?","LE SSERAFIM","ITZY","IVE","aespa","LE SSERAFIM",""
219,3,"BLACKPINK","Find the Non-BLACKPINK Member","easy","intruder","Find the intruder","Jennie","Lisa","Jisoo","Irene","Irene","Irene is the leader of Red Velvet"
219,4,"BLACKPINK","BLACKPINK true or false","medium","true_false","Jisoo acted in the Korean drama 'Snowdrop'","True","False","","","True",""
219,5,"General K-pop","K-pop birthplace true or false","medium","true_false","Felix from Stray Kids is from the United Kingdom","True","False","","","False",""
220,1,"General K-pop","K-pop albums that sold millions","hard","multiple_choice","What does 'million seller' mean in K-pop?","An album worth 1 million dollars","A song with 1 million streams","An artist with 1 million fans","An album that sold over 1 million copies","An album that sold over 1 million copies",""
220,2,"ATEEZ","ATEEZ members quiz","medium","multiple_choice","Who is the tallest member of ATEEZ?","Mingi","Yunho","San","Seonghwa","Yunho",""
220,3,"BLACKPINK","BLACKPINK discography deep dive","medium","multiple_choice","Which song includes the lyrics 'Look at you, now look at me'?","Lovesick Girls","DDU-DU DDU-DU","Kill This Love","How You Like That","How You Like That",""
220,4,"aespa","aespa discography quiz","medium","multiple_choice","What is the name of aespa's first full studio album?","Girls","Savage","Armageddon","MY WORLD","Armageddon",""
220,5,"General K-pop","Find the Music Video That Does Not Belong","medium","intruder","Find the MV that is NOT from aespa","Next Level","Savage","Supernova","LOVE DIVE","LOVE DIVE","LOVE DIVE is by IVE"
221,1,"General K-pop","IU - the nation's little sister","medium","multiple_choice","Which IU song became a massive chart hit with its retro concept?","Celebrity","Palette","Good Day","Blueming","Blueming",""
221,2,"ENHYPEN","ENHYPEN discography quiz","medium","multiple_choice","Which ENHYPEN song has a party/drunk concept with colorful visuals?","Given-Taken","Bite Me","Fever","Drunk-Dazed","Drunk-Dazed",""
221,3,"General K-pop","IU - the nation's little sister","medium","multiple_choice","Which IU drama became a massive hit in 2019?","My Mister","Moon Lovers","Hotel Del Luna","Dream High","Hotel Del Luna",""
221,4,"aespa","aespa true or false","medium","true_false","Giselle is half Japanese and half Korean","True","False","","","True",""
221,5,"General K-pop","K-pop debut years challenge","medium","multiple_choice","Which group debuted first?","ITZY (2019)","aespa (2020)","Stray Kids (2018)","BLACKPINK (2016)","BLACKPINK (2016)",""
222,1,"NCT","NCT 127 basics","medium","multiple_choice","What year did NCT 127 debut?","2018","2017","2016","2015","2016",""
222,2,"BLACKPINK","BLACKPINK members facts - do you really know them?","medium","multiple_choice","What is Jisoo's birth name?","Kim Jisoo","Park Jisoo","Lee Jisoo","Jeon Jisoo","Kim Jisoo","Kim Jisoo is the oldest member of BLACKPINK, born on January 3, 1995."
222,3,"Stray Kids","Stray Kids true or false","medium","true_false","Felix is from the United Kingdom","True","False","","","False",""
222,4,"TWICE","TWICE Japanese discography","hard","multiple_choice","Sana is from which Japanese city?","Kobe","Tokyo","Kyoto","Osaka","Osaka",""
222,5,"General K-pop","TREASURE basics","medium","multiple_choice","What was TREASURE's debut song?","BOY","HELLO","I LOVE YOU","JIKJIN","BOY",""
223,1,"NewJeans","NewJeans members quiz","easy","multiple_choice","What year did NewJeans debut?","2022","2021","2020","2023","2022",""
223,2,"Stray Kids","Stray Kids - know each member","hard","multiple_choice","Seungmin is known for being a fan of which sport/athlete?","Swimming","Soccer","Basketball","Baseball","Baseball",""
223,3,"General K-pop","Find the Music Video That Does Not Belong","medium","intruder","Find the MV that is NOT from BLACKPINK","DDU-DU DDU-DU","Kill This Love","How You Like That","TOMBOY","TOMBOY","TOMBOY is by (G)I-DLE, not BLACKPINK"
223,4,"General K-pop","K-pop group name meanings true or false","medium","true_false","SEVENTEEN is named after having 17 members","True","False","","","False",""
223,5,"BTS","BTS members real names - complete test","medium","multiple_choice","What is Jimin's real name?","Jung Hoseok","Kim Taehyung","Jeon Jungkook","Park Jimin","Park Jimin",""
224,1,"General K-pop","NCT system explained quiz","hard","multiple_choice","How many fixed sub-units does NCT have?","4 (NCT 127, NCT Dream, WayV, NCT DoJaeJung)","2","3","5","4 (NCT 127, NCT Dream, WayV, NCT DoJaeJung)",""
224,2,"EXO","EXO discography challenge","hard","multiple_choice","Which EXO sub-unit consists of Baekhyun, Xiumin, and Chen?","EXO-CBX","EXO-K","EXO-SC","EXO-M","EXO-CBX",""
224,3,"IVE","IVE true or false","easy","true_false","IVE's debut song was 'LOVE DIVE'","True","False","","","False",""
224,4,"General K-pop","Which company is this group from?","medium","multiple_choice","Which company is TREASURE from?","JYP Entertainment","YG Entertainment","SM Entertainment","HYBE","YG Entertainment",""
